date,ACME,BOLT,CRUX,DYNE,ECHO,FLUX,GALE,HALO,IRIS,JOLT,KILN,LUMN,MKT
2021-02-24,103.66338340885373,98.51908784775394,97.17281489267106,94.6504656845045,99.1252945885216,101.72352953566124,96.23508400014346,98.18065496967118,96.32292558600199,100.15642783605854,99.72590639740694,101.81623652903468,389.7739959914202
2021-02-25,105.02387010933695,100.49012154286426,100.45546883481458,97.1418813607216,100.32759272073257,104.09467377646118,97.78023054119127,100.49191539257791,97.8147891202702,101.85888457470078,101.33880679957119,105.25545591695331,398.09218133394774
2021-02-26,104.90580573460953,102.11381533318632,102.37920087547782,97.67375759888999,100.36248436291277,106.11466589154604,97.36411811323296,102.27239273105519,100.38520912498169,103.30798488474629,103.10740472267143,107.27694909347991,399.73394186953743
2021-03-01,105.44210105879361,102.12873095237576,101.17850935160241,97.68615412915794,100.68551783961324,105.8651783073159,96.3695334402676,102.4429988656802,99.36143129958062,104.20047769981392,102.80095223223728,107.17671758423278,399.13809871876657
2021-03-02,105.62241248350219,103.50322238951013,102.27214608130669,98.09026999409451,101.92329872900194,108.00634449054536,97.57506732614705,102.6748146053919,101.05149605872288,105.98468448024106,102.94458123982302,108.56658769532805,403.1887261260655
2021-03-03,104.6998874014646,104.38517097446419,103.86139259616867,98.19052404502759,102.62482517854016,107.73207567948498,98.51180672473713,103.36197379890999,101.03067537891077,106.81748749790813,103.69375536556093,111.67111225942917,405.1781625399654
2021-03-04,104.48406097872203,103.95639463105934,101.24716378310904,97.14240438769346,100.40678260099243,107.86122550926007,98.48164552191163,104.45014858568777,101.67318336059601,106.22529978083146,104.04989406803753,110.04044260842329,403.0987461588637
2021-03-05,105.4071722294355,103.38273669553793,101.4174748522241,97.18018082524115,99.40677294896486,107.02963277007396,99.6238882793068,105.2683818843046,102.36432270129558,108.88627835436455,104.01876254379225,111.64390667575874,405.75595394216055
2021-03-08,105.01348167181949,103.7412318100731,101.44306698275693,96.3710026212069,99.08487685795953,107.13873066685619,100.08919852085285,104.82437264119535,102.01362656415851,108.13299570071622,104.33119983785777,110.69571586466138,403.9721441225332
2021-03-09,104.41548589469842,102.74927595756212,100.84664306546351,94.62704081267869,97.15306501112498,104.4063891749841,98.17389102510478,102.97424267729802,101.33955767668962,106.9194406938057,104.12328978765977,107.99720573093904,397.5504446819385
2021-03-10,105.75261704561723,106.08581790375109,102.34748018372753,96.43289110156988,98.74687373844712,105.60680341581208,99.94894029350236,104.73991181784837,103.60683732836455,107.4028457421799,107.51534841615718,110.7374624682925,404.89889818941566
2021-03-11,104.49934955371643,105.86771547631331,103.45925810980958,95.50529707643966,99.18734349053054,104.32899731916407,99.30466685703429,103.70457706879883,104.26023795077839,105.29996432690365,106.43682809290355,109.45938328769348,403.70596565820966
2021-03-12,104.18385572227606,105.32572894540925,102.31857254319448,94.94176718920444,98.15532160579286,103.22704698446618,99.17538481868537,101.75454502173515,104.12577967458436,104.70508491722448,105.1533333336667,109.08573516713531,401.57394358419117
2021-03-15,105.51658628740586,104.33918483591277,102.97764582113477,95.7728754973561,97.73674933877378,103.40395130303148,98.87211460693017,101.09294465927144,104.5829436974624,106.12611968559382,105.33788973699404,110.64288820757999,402.87845596611334
2021-03-16,104.19843476847058,104.04769905850169,102.28431642916786,94.9857683570635,94.90995220349029,102.24734228559997,97.59071893600407,99.91689307981008,103.31281352501458,106.9721457670545,103.71224756921929,110.3000369841868,397.3039529843976
2021-03-17,104.14240688266953,102.96306976327824,101.56412467208791,93.27296985645503,93.54754371739277,101.94419663767593,96.751492422312,98.74038989866192,102.19768936500186,103.97859653504193,102.09922390641842,107.91147253888849,392.5433744465521
2021-03-18,103.2175528752978,103.58691407541747,102.4006155413592,92.70141442822948,92.71533818109533,101.72146839169697,97.92350204005143,98.18606400959852,101.39559651862893,103.83263012822776,102.1538572095487,109.00000870877875,390.85668610635673
2021-03-19,104.05828433923332,103.28350549428593,102.3314104086177,91.71768596993942,93.30159522375709,102.45149180434852,98.1611749757076,98.71782514331228,101.30694007754299,102.79347032886514,102.83721046577345,108.66480535599803,389.10662675651986
2021-03-22,104.19826189240034,104.86048607406715,103.53165291953248,90.99258347114493,93.87964860731213,103.53124015661597,99.24137130255386,98.26557282538774,100.84187729704155,103.56453682840205,101.7993130484919,109.01615840963407,389.43620141272464
2021-03-23,104.91321530120334,106.42949780422326,104.36290586509358,92.96089905233013,94.12288286733073,105.10033845643714,101.12365595533062,97.11209575683287,101.09672239656395,103.76819448388916,102.88955858375815,110.43846518823102,393.4485701580044
2021-03-24,104.65031292839045,105.92530839138723,105.19958575516534,93.06973214500961,93.11036073569558,105.11846116514091,99.96118463339235,96.12107762184249,101.7098670350608,103.47775445394775,101.38716773894907,111.0412670211355,391.8487127588692
2021-03-25,105.55251421973433,105.75104272351253,104.97938389354296,94.15374951717811,93.14900196941568,106.48863824909678,100.49466070278565,96.07070002589843,102.05124363390725,103.85845549600026,102.32641722132425,113.49768169468075,393.6650045261901
2021-03-26,105.5796036879503,106.76224975265538,105.92948163220169,95.41532904481817,93.21647337500451,107.20261911975173,102.95136619346322,96.6454364374679,101.71901709112544,104.80465772127113,103.17954848532187,114.54635662990273,395.87500246662586
2021-03-29,104.01106143889652,107.40867306208924,104.19066165080224,95.35814263060027,91.76160808902497,105.2665371405961,102.31484074604656,94.57293005952022,101.92429277847765,104.88940639399817,102.92305236373632,113.70464459781573,392.09175236784256
2021-03-30,104.99653438337349,107.7848019447478,103.5789904565482,95.10332672103758,91.59831387771563,104.49078303284334,102.07522498941603,93.85658848470541,101.6734025234519,103.90998558090654,104.01499812758861,115.71981331593982,392.97635116093426
2021-03-31,104.92346587308172,106.66735402471059,101.91844290411952,95.4153432960742,90.78069847802391,103.1211605532,100.81345184384828,92.96125735117595,101.2263076630982,103.6793384393955,103.68667519746957,116.38172245421039,389.72093254740344
2021-04-01,105.05735546580375,107.70981815770762,103.752306106263,96.79939452511115,92.316829573437,105.19249287791375,101.90318952874205,93.76468354662066,102.05488380281311,104.55041441172308,105.06418646120761,118.75854963008186,393.5304892316634
2021-04-02,105.5498061231773,109.81222408366433,103.38893806764509,96.60456588474472,93.12942049948809,105.27247657252781,102.6112947926707,93.87899688100525,103.5209521308468,105.32605676296811,107.09131703633874,118.96238399640676,395.2210210107699
2021-04-05,105.1094310846554,109.77381544010467,104.98537149907128,95.63539054878758,93.16355851309692,105.2582416976436,102.51106978292258,94.20091846842952,102.72792469225342,105.04851245249165,106.68435154633362,120.25843811841754,395.35877017133066
2021-04-06,104.15128360138024,106.67396063100728,103.28230177659302,95.7609498703112,91.20839560989008,104.6222983864523,102.72020256699864,92.0819657290061,102.23376957272015,104.57700504917177,105.80397167609597,118.13866620221319,390.67088385781096
2021-04-07,104.78149012683866,107.57546883873148,104.31379131354555,95.90983829656653,91.30533635285943,103.67285125589889,101.7085424576357,91.62799051760366,103.19107761924882,104.42856226442252,107.03465448436198,118.41101530827365,391.1568433131141
2021-04-08,104.42326184637558,106.83689244325087,103.87706936882037,95.16300604715184,90.4686317893901,103.08604283221862,101.18603750266743,90.36586828627303,103.85898721293589,102.9002321061526,105.67874734116019,117.02077940258602,388.5348221332721
2021-04-09,105.47777260156732,106.15763988616294,104.93548393673268,96.52163784281768,92.5044343176343,104.18224569806122,101.69338398449224,91.2570783647137,103.90737454054187,103.55321690242248,106.67717455065768,117.0113992922795,391.0811487181664
2021-04-12,105.30114012243608,106.34619059970744,103.7151065062204,96.79060433071716,92.0602989335481,102.40916346649746,100.39093135211499,90.61339561875441,102.93169473333693,103.84499459160202,106.2785798988305,117.11158496176166,390.73936783735144
2021-04-13,104.90959379338831,104.80300887888406,104.84069646831307,95.0296441990672,91.65551388320044,101.33680160764106,100.86705364107922,89.74938339116643,102.29529291069039,104.62477144241215,106.11398551045255,116.30885635873358,387.9607807022001
2021-04-14,105.05889782274083,106.34745686486488,107.06307048016153,96.29510886582182,92.71513709761567,102.52231130291595,101.96373866970951,91.78357769757254,103.25218941564454,104.5445527020942,107.80416177634484,117.46915054325515,391.26995467299116
2021-04-15,105.660451301733,109.18071465365526,107.48089830823031,96.68390583948394,93.44148057037559,102.28042560905853,102.37518980211458,91.94005331957813,102.09529336154115,103.95627131458171,107.37282321515855,116.27306565716327,393.8890436030786
2021-04-16,104.89993397262612,108.05728653032823,106.28762977984508,96.81995738957802,91.75145821989891,104.32869296557475,101.29354913275787,90.8610216124625,102.94606332221667,102.56295978466683,106.63245002599804,115.69808810624403,391.86458244080967
